group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Moderator,"Moderator :: Generate ""1"" tokens",,,,16886001.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16854854.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16878293.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16865891.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16862153.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16877499.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16857995.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16993396.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16881447.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16886181.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16902308.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16923650.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16877135.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16913259.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16896782.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16880992.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16894692.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882975.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16896648.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16889178.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16913121.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16904945.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16880401.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16890936.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16878910.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16893171.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16884387.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16903991.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16872204.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16930190.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16875511.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16869874.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16862919.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16873741.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16917642.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16906230.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16890881.0,ns,59
